USAF	WBAN	STATION NAME	CTRY	ST CALL	LAT	LON	ELEV(M)	BEGIN	END
265750	99999	VELKZH	RS		55.617	31.200	#FIELD!	19460103	19491231
265780	99999	VELIZH	RS		55.617	31.183	#FIELD!	19590803	20190417
265850	99999	BELYJ	RS		55.850	32.950	#FIELD!	19480101	20190415
265950	99999	SYCHEVKA	RS		55.833	34.283	#FIELD!	19590710	19961012
266000	99999	SILUTE	LH		55.350	21.467	#FIELD!	19940601	20190414
266030	99999	NIDA	LH		55.300	21.000	#FIELD!	19590101	20140908
266070	99999	SVETLOGORSK	RS		54.917	20.133	#FIELD!	19590101	19801028
266140	99999	SOVETSK	RS		55.083	21.867	#FIELD!	19330102	19810506
266150	99999	TAURAGE	LH		55.250	22.283	#FIELD!	19590101	20050912
266200	99999	DOTNUVA	LH		55.400	23.883	#FIELD!	19590101	20020131
266210	99999	RASEINIAI	LH		55.400	23.150	#FIELD!	19590101	20190414
266290	99999	KAUNAS	LH		54.883	23.833	#FIELD!	19530216	20190423
266295	99999	KAUNAS INTL	LH	EYKA	54.964	24.085	#FIELD!	19980301	20190423
266330	99999	UTENA	LH		55.517	25.583	#FIELD!	19590101	20190423
266340	99999	UKMERGE	LH		55.267	24.767	#FIELD!	19590101	20190414
266360	99999	SVENCIONYS	LH		55.150	26.167	#FIELD!	20140701	20190414
266430	99999	SHARCOVSCHINA	BO		55.367	27.467	#FIELD!	19610208	20190423
266440	99999	SVENCIONYS LITHUANIA	LH		55.117	26.167		19590101	19600929
266450	99999	LYNTUPY	BO		55.050	26.317	#FIELD!	19610208	20190423
266490	99999	BUDSLAV	BO		54.817	27.533	#FIELD!	19730101	20020518
266530	99999	POLOTSK	BO		55.467	28.767	#FIELD!	19610207	20190423
266570	99999	DOKSHITSY	BO		54.883	27.750	#FIELD!	19610930	20190423
266590	99999	LEPEL	BO		54.883	28.700	#FIELD!	19590101	20190423
266660	99999	VITEBSK	BO	UMII	55.127	30.350	#FIELD!	19320101	20190423
266661	99999	GRODNO	BO		53.600	24.533	#FIELD!	19960101	20190423
266680	99999	SENNO	BO		54.817	29.683	#FIELD!	19600127	20190423
266730	99999	DEMIDOV	RS		55.267	31.517	#FIELD!	19881201	19910506
266810	99999	BAL'SHOYE BERESNEVO	RS		55.350	32.317	#FIELD!	19881201	19890328
266930	99999	GUTENFELD	RS		54.683	20.650	#FIELD!	19390901	19431231
266940	99999	CHKALOVSK	RS		54.750	20.283	#FIELD!	19370802	19431231
266950	99999	VJAZ'MA	RS		55.167	34.400	#FIELD!	19460101	20190416
266960	99999	PROVEREN	RS		54.767	20.400	#FIELD!	19380616	19411231
266970	99999	BALTIYSK NAVAL	RS		54.617	19.883	#FIELD!	19370202	19431231
266980	99999	NIVENSKOYE	RS		54.567	20.600	#FIELD!	19370712	19431231
266990	99999	GURYEVSK	RS		54.783	20.617	#FIELD!	19350502	19431231
267010	99999	BALTIJSK	RS		54.667	19.967	#FIELD!	19590101	20020526
267020	99999	KHRABROVO	RS	UMKK	54.890	20.593	#FIELD!	19280101	20190423
267030	99999							19420101	19420718
267040	99999	MAMONOVO	RS		54.467	19.950	#FIELD!	19590101	19740818
267050	99999	BAGRATIONOVSK	RS		54.400	20.633	#FIELD!	19590102	19631231
267060	99999	ZELEZNODOROZNY	RS		54.383	21.317	#FIELD!	19590101	19710630
267110	99999	CHERNYAHOVSK	RS		54.633	21.800	#FIELD!	19590101	20180228
267130	99999	KYBARTAI	LH		54.650	22.800	#FIELD!	19330102	20140908
267140	99999	MARIJAMPOLE	LH		54.533	23.350	#FIELD!	20071026	20190414
267210	99999	MARIAMPOLE	LH		54.567	23.350	#FIELD!	20011121	20080427
267280	99999	LAZDIJAI	LH		54.233	23.517	#FIELD!	19590101	20020131
267300	99999	VILNIUS INTL	LH	EYVI	54.634	25.286	#FIELD!	19340313	20190423
267320	99999	VILNIUS	LH		54.633	25.283	#FIELD!	20010705	20020920
267360	99999	OSMJANY	BO		54.450	25.950	#FIELD!	19690101	20170305
267370	99999	VARENA	LH		54.250	24.550	#FIELD!	19590101	20190414
267450	99999	VILEYKA	BO		54.483	26.900	#FIELD!	19610209	20050312
267460	99999	STARINKI	BO		54.500	27.317		19620106	19620122
267480	99999	MOLODECNO	BO		54.317	26.883	#FIELD!	19600208	20170305
267490	99999	RADOSKOVICI	BO		54.200	27.283	#FIELD!	19610207	20050307
267590	99999	BORISOV	BO		54.267	28.500	#FIELD!	19590103	20190423
267630	99999	ORSHA	BO		54.500	30.417	#FIELD!	19460101	20190423
267640	99999	SLAVNOYE	BO		54.300	29.433	#FIELD!	19610220	19771012
267660	99999	BOGUS SOVIET	BO					19810101	19820126
267740	99999	GORKI	BO		54.300	30.933	#FIELD!	19320101	20190423
267810	99999	SMOLENSK	BO		54.750	32.067	#FIELD!	19361231	20190420
267840	99999	POCHINOK	RS		54.417	32.433	#FIELD!	19881201	20190331
267950	99999	SPAS-DEMENSK	RS		54.417	34.017	#FIELD!	19590101	20190423
268250	99999	GRODNO	BO		53.600	24.050	#FIELD!	19340329	20081231
268320	99999	LIDA	BO		53.902	25.317	#FIELD!	19340331	20190423
268340	99999	SCUCIN	BO		53.650	24.800	#FIELD!	19730101	20021205
268360	99999	NOVOGRUDOK	BO		53.600	25.850	#FIELD!	19600108	20170305
268460	99999	STOLBTSY	BO		53.620	27.080	#FIELD!	19610209	20160614
268500	99999	MINSK 1	BO	UMMM	53.864	27.540	#FIELD!	19320101	20190423
268530	99999	BEREZINO	BO		53.833	28.983	#FIELD!	19600401	20190423
268550	99999	MARIYNA GORKA	BO		53.450	28.133	#FIELD!	19610204	20190423
268630	99999	MOGILEV	BO		53.950	30.067	#FIELD!	19550101	20081231
268640	99999	KLICHEV	BO		53.500	29.333	#FIELD!	19610203	20190423
268780	99999	SLAVGOROD	BO		53.450	31.017	#FIELD!	19610203	20190423
268820	99999	ROSLAVL'	RS		53.933	32.833	#FIELD!	19460102	20190420
268870	99999	KOSTUCKOVICHI	BO		53.350	32.067	#FIELD!	19600110	20190423
268940	99999	ZUKOVKA	RS		53.533	33.750	#FIELD!	19320102	20190423
268980	99999	BRYANSK	RS	UUBP	53.214	34.176	#FIELD!	19361231	20190423
269230	99999	VOLKOVYSK	BO		53.170	24.450	#FIELD!	19600307	20160614
269290	99999	PRUZANY	BO		52.600	24.467	#FIELD!	19600101	20021011
269380	99999	IVACEVICI	BO		52.720	25.350	#FIELD!	19590101	20160614
269390	99999	BEREZOVKA	BO		53.017	25.750	#FIELD!	19340502	19381231
269410	99999	BARANOVICHI	BO		53.117	26.000	#FIELD!	19550101	20190423
269470	99999	GANEVICI	BO		52.750	26.483	#FIELD!	19600113	20020725
269500	99999	URECH'YE	BO		52.950	27.883	#FIELD!	19610623	20081127
269510	99999	SLUTSK	BO		53.033	27.550	#FIELD!	19590101	20190423
269520	99999	MLYNOK	BO		53.083	28.167	#FIELD!	19600502	19620222
269610	99999	BOBRUISK	BO		53.217	29.127	#FIELD!	19550101	20190423
269660	99999	ZHLOBIN	BO		52.900	30.033	#FIELD!	19610203	20190423
269740	99999	CECERSK	BO		52.917	30.900	#FIELD!	19600101	20040520
269760	99999	KRASNAJA GORA	RS		53.017	31.600	#FIELD!	19530217	20190423
269860	99999	POCHEP	RS		52.933	33.450	#FIELD!	19591219	19630630
269870	99999	KLINCY	RS		52.767	32.283	#FIELD!	19600121	19811205
269970	99999	TRUBCHEVSK	RS		52.583	33.767	#FIELD!	19550101	20190423
270020	99999	BOGUS SOVIET	RS					19860717	19881010
270030	99999	BORISOVO-SUDSKOYE	RS		59.900	36.017	#FIELD!	19590101	20020415
270080	99999	BABAEVO	RS		59.400	35.900	#FIELD!	19361231	20190423
270200	99999	YARSHEVO	RS		59.950	38.600	#FIELD!	20120328	20180226
270210	99999	KIRILLOV	RS		59.850	35.383		19590101	19601229
270260	99999	KOROBOVO	RS		59.600	39.167	#FIELD!	19590101	20180227
270370	99999	VOLOGDA	RS	ULWW	59.233	39.867	#FIELD!	19320101	20190423
270440	99999	CUCKOVO	RS		59.583	41.250	#FIELD!	19590101	19751223
270510	99999	TOTMA	RS	ULWT	59.967	42.767	#FIELD!	19361231	20190423
270660	99999	NIKOL'SK	RS		59.533	45.467	#FIELD!	19480101	20190423
270710	99999	LUBOZINO	RS		59.817	45.533		19590101	19750917
270830	99999	OPARINO	RS		59.850	48.283	#FIELD!	19480101	20190423
270950	99999	LETKA	RS		59.600	49.433	#FIELD!	19610801	20030401
270970	99999	MURASI	RS		59.383	48.983	#FIELD!	19730101	20050801
271060	99999	USTYUZHNA	RS		58.850	36.433	#FIELD!	19590101	20190423
271080	99999	OHONY	RS		58.567	35.633	#FIELD!	19590101	20190423
271130	99999	CHEREPOVEC	RS	ULWC	59.267	38.017	#FIELD!	19550301	20190423
271430	99999	SOLIGALIC	RS		59.083	42.283	#FIELD!	19590101	19840514
271640	99999	KOLOGRIV	RS		58.817	44.317	#FIELD!	19590103	20190417
271740	99999	PISCUG	RS		58.883	45.717	#FIELD!	19730106	19750723
271760	99999	VOHMA	RS		58.933	46.767	#FIELD!	20120229	20190410
271850	99999	DAROVSKOJ	RS		58.783	47.983	#FIELD!	19600116	20041206
271960	99999	KIROV	RS		58.650	49.617	#FIELD!	19320101	20021211
271990	99999	KIROV	RS		58.567	49.567	#FIELD!	19940802	20190423
272080	99999	MAKSATIKHA	RS		57.800	35.883	#FIELD!	19881201	20190421
272120	99999	KES'MA	RS		58.400	37.067	#FIELD!	19881201	19891216
272150	99999	KRASNYY KHOLM	RS		58.033	37.100	#FIELD!	19881201	20190420
272170	99999	BEZECK	RS		57.800	36.700	#FIELD!	19590101	20010306
272230	99999	POSHEHON'E	RS		58.483	39.133	#FIELD!	20120229	20190423
272250	99999	RYBINSK	RS		58.100	38.683	#FIELD!	19360101	20190421
272255	99999	TUNOSHNA	RS	UUDL	57.561	40.157	#FIELD!	20120504	20190423
272420	99999	BUJ	RS		58.483	41.533	#FIELD!	19460102	20190414
272520	99999	NIKOLO-POLOMA	RS		58.350	43.383	#FIELD!	19590101	20190420
272590	99999	MAKARYEV	RS		57.883	43.800	#FIELD!	19590102	19631222
272710	99999	SAR'JA	RS		58.367	45.533	#FIELD!	19361231	20190409
272770	99999	VETLUGA	RS		57.850	45.767	#FIELD!	19590101	20190423
272810	99999	SABALINO	RS		58.300	47.117	#FIELD!	19590101	20030302
272830	99999	KOTEL'NIC	RS		58.300	48.350	#FIELD!	19840511	20190423
272960	99999	KUMENY	RS		58.100	49.917	#FIELD!	19590814	20190423
273050	99999	RAMESHKL	RS		57.350	36.050	#FIELD!	19881201	19890617
273160	99999	KASIN	RS		57.350	37.583	#FIELD!	19590101	20190416
273210	99999	UGLIC	RS		57.500	38.300	#FIELD!	19320101	20190422
273290	99999	ROSTOV	RS		57.200	39.417	#FIELD!	19460401	20190420
273310	99999	JAROSLAVL'	RS		57.633	39.750	#FIELD!	19690101	19800119
273330	99999	KOSTROMA	RS		57.733	40.783	#FIELD!	19590101	20190419
273460	99999	KINESHMA	RS		57.417	42.183	#FIELD!	19840511	19840513
273470	99999	IVANOVO	RS	UUBI	56.950	40.967	#FIELD!	19361231	20190422
273490	99999	LUKH	RS		57.017	42.267	#FIELD!	19590101	19840514
273550	99999	JUR'EVEC	RS		57.333	43.117	#FIELD!	19550301	20190422
273690	99999	KRASNYE BAKI	RS		57.133	45.167	#FIELD!	19570701	20190423
273700	99999	ARYA	RS		57.500	45.967	#FIELD!	20010808	20010808
273730	99999	SAKUN'JA	RS		57.667	46.633	#FIELD!	19550301	20190423
273910	99999	SOVETSK	RS		57.583	48.967		19590101	19631226
273930	99999	NOLINSK	RS		57.550	49.950	#FIELD!	19550701	20190423
274010	99999	MEDNOYE	RS		56.933	35.483	#FIELD!	19590927	20030723
274020	99999	TVER'	RS	UUEM	56.883	35.867	#FIELD!	19460101	20190421
274120	99999	SAVELOVO	RS		56.867	37.383	#FIELD!	19640401	20030810
274170	99999	KLIN	RS		56.350	36.750	#FIELD!	19840511	20190411
274190	99999	DMITROV	RS		56.333	37.517	#FIELD!	19590809	19630505
274280	99999	ALEKSANDROV	RS		56.400	38.750	#FIELD!	19590101	19781020
274530	99999	GORODEC	RS		56.683	43.433	#FIELD!	19840511	20190423
274550	99999	PUREKH	RS		56.650	43.050	#FIELD!	19590101	19631231
274590	99999	STRIGINO	RS	UWGG	56.230	43.784	#FIELD!	19940802	20190423
274620	99999	SEMENOV	RS		56.733	44.517	#FIELD!	19590101	19631229
274630	99999							19730104	19750809
274790	99999	KOZ'MODEM'JANSK	RS		56.333	46.583	#FIELD!	19550301	20190423
274800	99999	SANCURSK	RS		56.983	47.317	#FIELD!	19590101	19960317
274850	99999	JOSHKAR-OLA	RS		56.633	47.767	#FIELD!	19590101	20190423
274910	99999	NOVYJ TOR'JAL	RS		57.000	48.733	#FIELD!	19730104	20190423
274930	99999							19730106	19751205
274980	99999	MORKI	RS		56.467	49.000	#FIELD!	19590101	19840519
275020	99999	VOLOKOLAMSK	RS		56.017	35.933	#FIELD!	19590101	19800604
275070	99999	GAGARIN	RS		55.517	35.033	#FIELD!	19590101	20190421
275090	99999	MOZAJSK	RS		55.517	36.000	#FIELD!	19460307	20031027
275110	99999	NOVO-JERUSALIM	RS		55.900	36.817	#FIELD!	19590102	20190421
275155	99999	SHEREMETYEVO	RS	UUEE	55.973	37.415	#FIELD!	19730101	20190423
275185	99999	VNUKOVO	RS	UUWW	55.592	37.261	#FIELD!	19730101	20190423
275195	99999	RYZAN/DYAGILEVO	RS		55.650	39.567	#FIELD!	19770803	19830706
275230	99999	PAVLOVSKIJ POSAD	RS		55.767	38.683	#FIELD!	19590101	20190408
275243	99999	MOSCOW/MONINO	RS		55.833	38.167	#FIELD!	19830206	19831102
275280	99999	KUROVSKOYE SOUTH	RS		55.533	38.950	#FIELD!	19600128	19620222
275320	99999	VLADIMIR	RS		56.117	40.350	#FIELD!	19460307	20190415
275390	99999	GUS'-HRUSTAL'NYJ	RS		55.600	40.650	#FIELD!	19590101	20190419
275490	99999	MUROM	RS		55.600	42.033	#FIELD!	20011119	20030228
275530	99999	GOR'KIJ	RS		56.217	43.817	#FIELD!	19320101	19951120
275550	99999	PAVLOVO	RS		55.967	43.083	#FIELD!	19590101	20020605
275630	99999	LYSKOVO	RS		56.050	45.067	#FIELD!	19840506	19840514
275740	99999	KURMYS	RS		55.833	46.067	#FIELD!	19590101	19631005
275770	99999	SERGAC	RS		55.533	45.500	#FIELD!	19640303	20190423
275810	99999	CEBOKSARY	RS		56.083	47.333	#FIELD!	19590101	19780801
275870	99999	KANAS	RS		55.517	47.467	#FIELD!	19590101	19840514
275930	99999	ARSK	RS		56.083	49.867	#FIELD!	19620112	20190423
275950	99999	KAZAN	RS	UWKD	55.606	49.279	#FIELD!	19320101	20190423
276040	99999	IZNOSKI	RS		54.983	35.317	#FIELD!	19881201	19891030
276060	99999	MALOJAROSLAVEC	RS		55.017	36.483	#FIELD!	19600116	20190423
276070	99999	BEGISHEVO	RS	UWKE	55.565	52.093	#FIELD!	20040810	20190423
276110	99999	NARO-FOMINSK	RS		55.383	36.700	#FIELD!	19590101	20190416
276120	99999	MOSKVA VDNH (DOLGOPRUDNYJ)	RS		55.833	37.617	#FIELD!	19320101	20190415
276180	99999	SERPUHOV	RS		54.933	37.467	#FIELD!	19590101	20030626
276230	99999	YEGORYEVSK	RS		55.383	39.033	#FIELD!	19630601	19630630
276250	99999	KOLOMNA	RS		55.133	38.733	#FIELD!	19590101	20040813
276270	99999	KASIRA	RS		54.833	38.150	#FIELD!	19590823	20190415
276430	99999	VYKSA	RS		55.333	42.117	#FIELD!	19590101	20190423
276480	99999	ELAT'MA	RS		54.950	41.767	#FIELD!	19320101	20190422
276530	99999	ARZAMAS	RS		55.367	43.783	#FIELD!	19590101	20190423
276650	99999	LUKOJANOV	RS		55.033	44.500	#FIELD!	19460309	20190423
276750	99999	PORETSKOE	RS		55.183	46.333	#FIELD!	20090128	20190423
276790	99999	ALATYR'	RS		54.817	46.583	#FIELD!	19361231	20190423
276830	99999	BOLSHIYE KAYBITSY	RS		55.417	48.250	#FIELD!	19740820	19870705
276930	99999	LAISEVO	RS		55.433	49.533	#FIELD!	19621011	19870517
276970	99999	TETYUSHI	RS		54.933	48.783	#FIELD!	19620414	20190420
277030	99999	KALUGA	RS		54.550	36.367	#FIELD!	19320101	20190423
277070	99999	SUHINICHI	RS		54.100	35.350	#FIELD!	19590101	20190423
277190	99999	TULA	RS		54.233	37.617	#FIELD!	19590101	20190421
277290	99999	MIHAJLOV	RS		54.233	39.033	#FIELD!	19590101	20050913
277300	99999	RYAZAN'	RS		54.633	39.700	#FIELD!	19940802	20190421
277310	99999	RJAZAN'	RS		54.617	39.717	#FIELD!	19460308	20041113
277360	99999	SILOVO	RS		54.300	40.883	#FIELD!	19590101	19840604
277450	99999	SASOVO	RS		54.350	41.967	#FIELD!	20120125	20190423
277520	99999	TEMNIKOV	RS		54.633	43.233	#FIELD!	19590101	20190423
277560	99999	KRASNOSLOBODSK	RS		54.433	43.767	#FIELD!	20120328	20190423
277580	99999	TORBEEVO	RS		54.083	43.250	#FIELD!	19590101	19780801
277600	99999	SARANSK	RS		54.133	45.233	#FIELD!	19590101	20190423
277620	99999	POCHINKI	RS		54.700	44.867	#FIELD!	19590101	19630927
277760	99999	SURSKOE	RS		54.483	46.700	#FIELD!	19590101	20190423
277820	99999	STARYYE ALGASHI	RS		54.700	47.533	#FIELD!	19740821	19800115
277850	99999	ULYANOVSK	RS	UWLL	54.276	48.243	#FIELD!	19960101	20190423
277860	99999	ULYANOVSK	RS		54.317	48.333	#FIELD!	19480102	20130430
277870	99999	ANNENKOVO	RS		54.100	47.333	#FIELD!	19620619	20030817
277990	99999	DIMITROVGRAD	RS		54.233	49.600	#FIELD!	19611208	20190423
278150	99999	CERN'	RS		53.450	36.883	#FIELD!	19320101	19780615
278170	99999	MCENSK	RS		53.383	36.533	#FIELD!	19910911	20190423
278210	99999	UZLOVAJA	RS		54.000	38.133	#FIELD!	20031011	20190423
278230	99999	PAVELETS	RS		53.783	39.250	#FIELD!	19460306	20190423
278240	99999	MALEVKA	RS		53.600	38.250	#FIELD!	19590103	19621225
278350	99999	RJAZSK	RS		53.717	40.117	#FIELD!	19881108	20190419
278480	99999	MORSANSK	RS		53.450	41.800	#FIELD!	19590101	20190423
278530	99999	NAROVCAT	RS		53.867	43.683	#FIELD!	19590101	20030719
278570	99999	ZAMETCHINO	RS		53.483	42.633	#FIELD!	19320101	20190423
278580	99999	PACELMA	RS		53.333	43.317	#FIELD!	19590101	20190423
278610	99999	INSAR	RS		53.867	44.367	#FIELD!	19590101	19630829
278720	99999	INZA	RS		53.850	46.417	#FIELD!	19570701	20190423
278880	99999	BEZVODOVKA	RS		53.500	47.950	#FIELD!	19590101	20010919
278900	99999	SENGILEJ	RS		53.967	48.767	#FIELD!	19620902	19880825
278940	99999	NOVODEVIC'E	RS		53.600	48.833	#FIELD!	19620621	20190422
279060	99999	OREL	RS		52.933	36.000	#FIELD!	19460102	20190423
279210	99999	EFREMOV	RS		53.150	38.117	#FIELD!	19590101	20190415
279280	99999	ELEC	RS		52.633	38.517	#FIELD!	19480101	20190423
279300	99999	LIPETSK ARPT	RS	UUOL	52.703	39.538	#FIELD!	19590101	20190423
279350	99999	MICURINSK	RS		52.883	40.483	#FIELD!	19361231	20190423
279470	99999	TAMBOV	RS		52.800	41.333	#FIELD!	19570701	20190423
279550	99999	BELINSKIY	RS		52.967	43.400	#FIELD!	19740820	20190423
279570	99999	KIRSANOV	RS		52.667	42.717	#FIELD!	19460306	20190423
279620	99999	PENZA	RS	UWPP	53.133	45.017	#FIELD!	19320101	20190423
279621	99999	VOSTOCHNY	RS	UWLW	54.401	48.803	#FIELD!	20040713	20190423
279622	99999	CHEBOKSARY	RS	UWKS	56.090	47.347	#FIELD!	20080825	20190423
279720	99999	RADISHCHEVO	RS		53.050	46.433	#FIELD!	20120229	20190423
279730	99999	KUZNECK	RS		53.100	46.600	#FIELD!	19590101	20030302
279810	99999	KANADEY	RS		53.150	47.517	#FIELD!	20120229	20190423
279830	99999	SYZRAN'	RS		53.183	48.400	#FIELD!	19590101	20190423
279870	99999	KADYSHEVKA	RS		52.683	47.167	#FIELD!	19620601	19630326
279950	99999	SAMARA (BEZENCHUK)	RS		52.983	49.433	#FIELD!	19320102	20190423
279980	99999	APPROXIMATE LOCALE	RS		52.633	49.217	#FIELD!	19740822	19800115
280070	99999	NAGORSKOYE	RS		59.317	50.817		19590101	19751023
280090	99999	KIRS	RS		59.350	52.250	#FIELD!	19550101	20190423
280130	99999	KOSA	RS		59.950	55.017	#FIELD!	19740820	19950524
280160	99999	KOCEVO	RS		59.633	54.300	#FIELD!	19590101	20030625
280260	99999	SOLIKAMSK	RS		59.650	56.800	#FIELD!	19530216	20020625
280280	99999	BEREZNIKI	RS		59.550	56.833	#FIELD!	19740820	20040829
280330	99999	KARPINSK	RS		59.750	60.017	#FIELD!	19740820	19890823
280350	99999	SOSNOVKA	RS		59.550	58.917	#FIELD!	19590103	19631223
280360	99999	KYTLYM	RS		59.500	59.200	#FIELD!	19860601	20020505
280380	99999	RASTES-IN-SVERDLOV	RS		59.433	58.750	#FIELD!	19740821	20060102
280440	99999	SEROV	RS		59.600	60.533	#FIELD!	19320101	20190423
280490	99999	GARI	RS		59.433	62.333	#FIELD!	19530216	20190423
280640	99999	LEUSI	RS		59.617	65.717	#FIELD!	19530216	20190423
280660	99999	KONDINSKOJE	RS		59.667	67.417	#FIELD!	19530216	20011121
280740	99999							19870511	19870511
280760	99999	DEM'JANSKOE	RS		59.600	69.283	#FIELD!	19530216	20190423
280870	99999	LIMKOYEVSKIYE	RS		59.533	70.417	#FIELD!	19570701	20051016
280970	99999	TAUROVO	RS		59.583	73.283	#FIELD!	19730809	20190423
280980	99999	TAYLAKOVY	RS		59.250	73.967	#FIELD!	19690101	19740720
281140	99999	AFANASYEVO	RS		58.850	53.250		19590101	19631220
281160	99999	KUDYMKAR	RS		58.983	54.650	#FIELD!	19460309	20190423
281280	99999	CERMOZ	RS		58.767	56.200	#FIELD!	19610806	20090414
281310	99999	KIZEL	RS		59.033	57.567	#FIELD!	19460309	19970713
281340	99999	GUBAKHA	RS		58.867	57.783	#FIELD!	19920301	20040915
281350	99999	SREDNJAJA US'VA	RS		58.983	58.917	#FIELD!	19740820	19950821
281380	99999	BISER	RS		58.517	58.850	#FIELD!	19590101	20190423
281430	99999	SOSVA	RS		59.167	61.833	#FIELD!	19590101	19890605
281440	99999	VERHOTUR'E	RS		58.867	60.783	#FIELD!	19590101	20190423
281550	99999	NOSOVA-IN-SVERDLOV	RS		58.967	63.767	#FIELD!	19591201	19800212
281580	99999	TABORY	RS		58.517	64.550	#FIELD!	19850701	20010128
281650	99999	KUMINSKAYA	RS		58.717	66.083	#FIELD!	19730101	20190423
281720	99999	UVAT	RS		59.150	68.917	#FIELD!	19530216	19950923
282120	99999	SEVERNY KOMMUNAR	RS		58.383	54.033	#FIELD!	19850615	19890827
282130	99999	SIVA-IN-PERM	RS		58.400	54.383	#FIELD!	19740820	19790207
282140	99999	GLAZOV	RS		58.133	52.583	#FIELD!	19470506	20190423
282160	99999	VERESCAGINO	RS		58.083	54.683	#FIELD!	19590101	20180717
282240	99999	PERM'	RS		58.000	56.333	#FIELD!	20040713	20190423
282250	99999	BOLSHOYE SAVINO	RS	USPP	57.915	56.021	#FIELD!	19320101	20190423
282330	99999	KUSVA	RS		58.300	59.750	#FIELD!	19740820	19930222
282340	99999	LYS'VA	RS		58.117	57.783	#FIELD!	19610813	20080116
282380	99999	KYN	RS		57.833	58.650	#FIELD!	19930202	20110910
282400	99999	NIZHNYJ TAGIL	RS		57.883	60.067	#FIELD!	19460309	20190423
282440	99999	VERHNJAJA SALDA	RS		58.050	60.567	#FIELD!	19610803	20020623
282480	99999	ALAPAEVSK	RS		57.867	61.700	#FIELD!	19530216	19970428
282550	99999	TURINSK	RS		58.050	63.683	#FIELD!	19460314	20170726
282570	99999	IRBIT	RS		57.817	63.050	#FIELD!	19600301	19631206
282640	99999	TAVDA BELYJAR	RS		58.050	65.350	#FIELD!	19600212	20030222
282750	99999	TOBOL'SK	RS		58.150	68.250	#FIELD!	19320101	20190423
282780	99999	VAGAY RIVER	RS		57.917	69.033	#FIELD!	19690101	19971223
283020	99999	UNI	RS		57.750	51.500	#FIELD!	19590101	20020809
283070	99999	URZUM	RS		57.117	50.000	#FIELD!	19590101	19631230
283090	99999	BOLSHOY KIYAIK	RS		57.050	52.650	#FIELD!	19590101	19631212
283120	99999	DEBESSI-IN-UDMURT	RS		57.650	53.817	#FIELD!	19590103	20010724
283190	99999	NOZOVKA	RS		57.083	54.750	#FIELD!	19460309	20190423
283210	99999	OHANSK	RS		57.717	55.383	#FIELD!	19470219	20190423
283240	99999	OSA	RS		57.283	55.433	#FIELD!	19610806	20071027
283260	99999	KUNGUR	RS		57.417	56.933	#FIELD!	19600301	20071218
283330	99999	VISIM	RS		57.650	59.500	#FIELD!	19600630	19940703
283340	99999	SAMARY	RS		57.350	58.217	#FIELD!	19530216	20190423
283390	99999	KUZINO-IN-SVERDLOV	RS		57.017	59.433	#FIELD!	19600625	20021205
283440	99999	NEVJANSK	RS		57.533	60.217	#FIELD!	19590103	19940817
283450	99999	LIPOVSKOYE	RS		57.450	61.150	#FIELD!	20010922	20010922
283460	99999	ARTEMOVSIJ	RS		57.367	61.917	#FIELD!	19590102	19940712
283510	99999	IRBIT	RS		57.683	63.050	#FIELD!	19740820	19950208
283520	99999	KRASNO-POLYANSKOYE	RS		57.533	63.650	#FIELD!	19740821	19890721
283590	99999	TUGULYM	RS		57.067	64.667	#FIELD!	19610801	20021204
283620	99999	NIZHNAYA TRADVA	RS		57.667	66.167		19610105	19631005
283660	99999	JARKOVO	RS		57.417	67.083	#FIELD!	19530216	20190423
283670	99999	TYUMEN'	RS		57.117	65.433	#FIELD!	19320101	20190423
283820	99999	UST'-ISIM	RS		57.683	71.183	#FIELD!	19480101	20190423
283830	99999	TEVRIZ	RS		57.517	72.400	#FIELD!	19480101	20180715
283960	99999	VASISS-IN-OM	RS		57.367	74.750	#FIELD!	19530216	20040328
284020	99999	KILMEZ-IN-KIROV	RS		56.950	51.067	#FIELD!	19730106	20031009
284040	99999	SAVALS	RS		56.533	50.633	#FIELD!	19550101	19551231
284090	99999	MOZGA	RS		56.433	52.200	#FIELD!	19590101	19840627
284110	99999	IZHEVSK	RS		56.833	53.450	#FIELD!	19570701	20190423
284130	99999	DUBROVA	RS		57.000	54.550	#FIELD!	19740820	20080116
284180	99999	SARAPUL	RS		56.467	53.733	#FIELD!	19611223	20190423
284190	99999	JANAUL	RS		56.283	54.967	#FIELD!	19460309	20050629
284210	99999	BARDA	RS		56.917	55.600	#FIELD!	19601005	20010621
284230	99999	NIZHNYAYA IRGA	RS		56.867	57.433	#FIELD!	19630610	19881117
284260	99999	CHAD-IN-PERM	RS		56.517	57.267	#FIELD!	19590101	19780924
284280	99999	CERNUSKA	RS		56.500	56.133	#FIELD!	19590101	20180717
284290	99999	OKTJABRSKI	RS		56.517	57.200	#FIELD!	19740910	20090128
284300	99999	REVDA	RS		56.817	59.950	#FIELD!	19590101	20011225
284320	99999	BISERT	RS		56.867	59.067	#FIELD!	19610902	20020629
284330	99999	DRUZININO	RS		56.800	59.533	#FIELD!	19590102	20011029
284340	99999	KRASNOUFIMSK	RS		56.650	57.783	#FIELD!	19460401	20190423
284370	99999	SYZGI	RS		56.500	57.833	#FIELD!	19740821	20020429
284380	99999	ARTI	RS		56.433	58.550	#FIELD!	19740820	20050904
